t,y
0.0,-0.14187100491967364
0.20202020202020202,-0.05167523685656327
0.40404040404040403,0.035199440028444
0.6060606060606061,0.10946384596692031
0.8080808080808081,-0.15311528702533728
1.0101010101010102,0.01677370009714574
1.2121212121212122,0.06106748582427096
1.4141414141414141,0.14000713705974394
1.6161616161616161,-0.06954512576523228
1.8181818181818181,-0.05484782503856205
2.0202020202020203,-0.06752494256624048
2.2222222222222223,-0.11426190527197197
2.4242424242424243,-0.09510673521273924
2.6262626262626263,-0.047146936633987516
2.8282828282828283,-0.0015390152046808906
3.0303030303030303,0.012062294773542034
3.2323232323232323,-0.08632547564744096
3.4343434343434343,-0.10729043064087043
3.6363636363636362,0.20777150930104454
3.8383838383838382,0.24563222932905196
4.040404040404041,-0.048202498702664916
4.242424242424242,-0.06309967876151397
4.444444444444445,-0.0373661360319987
4.646464646464646,-0.11509654144569098
4.848484848484849,-0.13779484427839253
5.05050505050505,0.20811798147312982
5.252525252525253,-0.0897993775465245
5.454545454545454,0.009716324139687968
5.656565656565657,0.07783651863745632
5.858585858585858,0.0399460399736937
6.0606060606060606,0.062485594668179364
6.262626262626262,-0.18043936262916177
6.4646464646464645,0.08639904617365785
6.666666666666667,0.08160076251619272
6.8686868686868685,0.1541552339071614
7.070707070707071,0.23322404315912315
7.2727272727272725,0.06600427290303282
7.474747474747475,0.3310785833707879
7.6767676767676765,0.29668654625925955
7.878787878787879,0.18370549562386332
8.080808080808081,0.42153979701254957
8.282828282828282,0.4779192436395912
8.484848484848484,0.48505291502956505
8.686868686868687,0.547982029858282
8.88888888888889,0.8075500599636377
9.09090909090909,0.8113395656728324
9.292929292929292,1.0310098272902624
9.494949494949495,1.0521597663625206
9.696969696969697,1.3662687278314631
9.8989898989899,1.5356551329113286
10.1010101010101,1.4843681180147625
10.303030303030303,1.4564456469317828
10.505050505050505,1.8956166070463343
10.707070707070708,2.071776300137465
10.909090909090908,1.9246249756446157
11.11111111111111,2.3990784833137284
11.313131313131313,2.3884656851328665
11.515151515151516,2.3835126907202793
11.717171717171716,2.4757206534594856
11.919191919191919,2.6180617400439243
12.121212121212121,2.577465129475638
12.323232323232324,2.6496971778554252
12.525252525252524,2.7229329320813416
12.727272727272727,2.8734601794723154
12.929292929292929,2.669418300314675
13.131313131313131,2.844995108961565
13.333333333333334,2.8254810344792483
13.535353535353535,3.098435713900558
13.737373737373737,2.8894832417525897
13.93939393939394,3.171271741632261
14.141414141414142,2.9267530477251977
14.343434343434343,3.04584975794162
14.545454545454545,2.79161835076815
14.747474747474747,3.091449014657167
14.94949494949495,3.0419341156618547
15.15151515151515,2.889878097825838
15.353535353535353,3.0383668826357035
15.555555555555555,3.079580603700722
15.757575757575758,3.0263100247453147
15.959595959595958,3.034204582721301
16.161616161616163,2.940564802386764
16.363636363636363,2.7988095948717504
16.565656565656564,2.8816768147008327
16.767676767676768,2.9234982621005057
16.96969696969697,3.1572422180344195
17.171717171717173,3.0500382555552368
17.373737373737374,2.9894714334522683
17.575757575757574,3.059134162963736
17.77777777777778,2.9478670373733324
17.97979797979798,2.8666410817537438
18.18181818181818,3.2396647398998972
18.383838383838384,2.928738439626789
18.585858585858585,3.049999874312847
18.78787878787879,3.083568954620335
18.98989898989899,3.0760210907490135
19.19191919191919,3.135293101705976
19.393939393939394,3.0311224671665395
19.595959595959595,2.833240225408573
19.7979797979798,2.991433094808115
20.0,3.2432948247961377
