t,y
0.0,0.09891303169997137
0.20408163265306123,0.6195428670330986
0.40816326530612246,-0.734492429488365
0.6122448979591837,-0.3654183909601241
0.8163265306122449,0.6522244449147695
1.0204081632653061,0.6292071891269627
1.2244897959183674,0.031757386892454324
1.4285714285714286,0.529764450163421
1.6326530612244898,0.18347675322940216
1.836734693877551,0.3193497479291633
2.0408163265306123,0.896706714947096
2.2448979591836737,0.7648643382656645
2.4489795918367347,1.9823363303261823
2.6530612244897958,1.7603967677063712
2.857142857142857,1.946649466725154
3.0612244897959187,2.8512489096407823
3.2653061224489797,3.370010246698354
3.4693877551020407,4.646383465244995
3.673469387755102,4.755084307512938
3.8775510204081636,6.348789312497279
4.081632653061225,8.005165694012009
4.285714285714286,7.923861506907344
4.4897959183673475,9.893070519898352
4.6938775510204085,10.18511549590245
4.8979591836734695,9.64390373260274
5.1020408163265305,9.610897593059883
5.3061224489795915,9.18385817976385
5.510204081632653,9.69476083659098
5.714285714285714,7.942546648010417
5.918367346938775,7.081947737843144
6.122448979591837,6.428417089852576
6.326530612244898,5.63412281157999
6.530612244897959,4.76211904124716
6.73469387755102,3.5313488667656836
6.938775510204081,3.441272106904103
7.142857142857143,1.334768252238825
7.346938775510204,1.9418431473296724
7.551020408163265,1.023961672825866
7.755102040816327,1.3957935750244639
7.959183673469388,0.6774552356134262
8.16326530612245,0.7627367017775938
8.36734693877551,0.7361150527713145
8.571428571428571,0.3831364576034878
8.775510204081632,1.0519305563666161
8.979591836734695,0.4835496628808181
9.183673469387756,0.057580318118594015
9.387755102040817,-0.09171306654446122
9.591836734693878,0.4050705131395483
9.795918367346939,-0.07701627031093139
10.0,-0.06531662599543027
