t,y
0.07554511240631612,0.7449221611488263
0.11411800368633673,0.8467227552507255
0.12817851200743047,0.8590141847904751
0.14262486054489354,0.7472314882466979
0.2261931193948351,0.13006775750179936
0.3556175724627104,-0.606111364237153
0.3759715534721352,-0.7402596166077379
0.5249808301368547,-0.8542397857106547
0.5939153151706076,-0.7189452405262957
0.6139377622967718,-0.9043950558050613
0.6491669454709158,-0.6135419762767591
0.6500560973609806,-0.6195619482317943
0.6636502413351586,-0.3542635767559873
0.7788449916573288,0.17093614944876628
0.7800138169645514,0.18188284482407413
0.8245201807910959,0.5407080797590147
0.8267484525862684,0.4517375246260972
0.8485728317985359,0.4179085161727806
0.8526453703531296,0.45450475600973317
0.8625525423449513,0.6925712598107636
